mark,bin_center,average_cpm
DNase,1030,0.08615657338355315
DNase,1040,0.0858126232266162
DNase,1050,0.08471316258631491
DNase,1060,0.08438014124293751
DNase,1070,0.08437934777149993
DNase,1080,0.08445251902071531
DNase,1090,0.08493464482109203
DNase,1100,0.08514894425612085
DNase,1110,0.08470835304456976
DNase,1120,0.08352676861268025
DNase,1130,0.08309534187068418
DNase,1140,0.08161504670433098
DNase,1150,0.08059440615191432
DNase,1160,0.08037191977401124
DNase,1170,0.08062170608913999
DNase,1180,0.08080415116133025
DNase,1190,0.08085832215944673
DNase,1200,0.0804431997489009
DNase,1210,0.08031771048336468
DNase,1220,0.08037713082234725
DNase,1230,0.08077365913370997
DNase,1240,0.08116101694915218
DNase,1250,0.08125793873195229
DNase,1260,0.0806410995605774
DNase,1270,0.07965400552416767
DNase,1280,0.07849724205900757
DNase,1290,0.07899816798493346
DNase,1300,0.07818562498430612
DNase,1310,0.07780296045197707
DNase,1320,0.07788825197740094
DNase,1330,0.07653819083490228
DNase,1340,0.07628687419962281
DNase,1350,0.07613337087256661
DNase,1360,0.0746955510357812
DNase,1370,0.07324063126176968
DNase,1380,0.07250560075329514
DNase,1390,0.0718505338355298
DNase,1400,0.0704190031387311
DNase,1410,0.06891351148775797
DNase,1420,0.06792698179535364
DNase,1430,0.06576906603891924
DNase,1440,0.06397065649717404
DNase,1450,0.06252162460765746
DNase,1460,0.06133224318895077
DNase,1470,0.060506867294411834
DNase,1480,0.060209979158818615
DNase,1490,0.05962503640928927
DNase,1500,0.05971750269930825
DNase,1510,0.05999116798493281
DNase,1520,0.059444809792842605
DNase,1530,0.059246189704958145
DNase,1540,0.05862189001883118
DNase,1550,0.0574433677338344
DNase,1560,0.056320132328938136
DNase,1570,0.05592320665411069
DNase,1580,0.056273650094160875
DNase,1590,0.055904130069050956
DNase,1600,0.0555661712492141
DNase,1610,0.05500122109227758
DNase,1620,0.05436470182046342
DNase,1630,0.05391084908976665
DNase,1640,0.052934860389201685
DNase,1650,0.05193879460137999
DNase,1660,0.05142443327055759
DNase,1670,0.05084704959196391
DNase,1680,0.0502453830508464
DNase,1690,0.05006358882611314
DNase,1700,0.050079452730695695
DNase,1710,0.04983893684871202
DNase,1720,0.05021358104205801
DNase,1730,0.05066245725046976
DNase,1740,0.05110776848713024
DNase,1750,0.05106717790332596
DNase,1760,0.051091933207782936
DNase,1770,0.050987298305083494
DNase,1780,0.05089082259886881
DNase,1790,0.050861869052101695
DNase,1800,0.051245005524167005
DNase,1810,0.05130598418078961
DNase,1820,0.051213649591963534
DNase,1830,0.05149133345888151
DNase,1840,0.051460889139986206
DNase,1850,0.05185737802887496
DNase,1860,0.051747077338354326
DNase,1870,0.051925932705585806
DNase,1880,0.051824341494035385
DNase,1890,0.05137536007532847
DNase,1900,0.050437557564342914
DNase,1910,0.04969226478342641
DNase,1920,0.04896814312617597
DNase,1930,0.04885735881983582
DNase,1940,0.04907292228499575
DNase,1950,0.04904752266164384
DNase,1960,0.04924882812303734
DNase,1970,0.049758696421844675
DNase,1980,0.04997406064030028
DNase,1990,0.04996425825486401
DNase,2000,0.05049076258631382
DNase,2010,0.05145582736974123
DNase,2020,0.05135750809792724
DNase,2030,0.051329222347770355
DNase,2040,0.05147007696170613
DNase,2050,0.05077135254237148
DNase,2060,0.05049816321406022
DNase,2070,0.050225643816696905
DNase,2080,0.04922736484620091
DNase,2090,0.04919102423100941
DNase,2100,0.04764675442561082
DNase,2110,0.04655340828625119
DNase,2120,0.04543849026992986
DNase,2130,0.04461604017576802
DNase,2140,0.043705126679220774
DNase,2150,0.04340188964218369
DNase,2160,0.042911398367858324
DNase,2170,0.04280591086001172
DNase,2180,0.042226750784682146
DNase,2190,0.04218967821719943
DNase,2200,0.04277861255492692
DNase,2210,0.042487461268046714
DNase,2220,0.042145588449465525
DNase,2230,0.0421967343377266
DNase,2240,0.04160719472692949
DNase,2250,0.04192568148148054
DNase,2260,0.042816757313244615
DNase,2270,0.04402806440677864
DNase,2280,0.044453888888887745
DNase,2290,0.044354385687381384
DNase,2300,0.04427187809165
DNase,2310,0.04351875028248485
DNase,2320,0.04328165662272344
DNase,2330,0.043980815065912476
DNase,2340,0.04430644733207685
DNase,2350,0.0440870600125541
DNase,2360,0.043959298807280923
DNase,2370,0.04354537514124196
DNase,2380,0.04342432592592502
DNase,2390,0.043610430382924385
DNase,2400,0.044254539736345626
DNase,2410,0.04433175681104729
DNase,2420,0.04392433057124821
DNase,2430,0.04319454952918913
DNase,2440,0.042539020841179304
DNase,2450,0.041848017074700906
DNase,2460,0.039992674701819574
DNase,2470,0.039318707470181416
DNase,2480,0.03867157275580596
DNase,2490,0.038378438543627734
DNase,2500,0.0383565681104827
DNase,2510,0.03790298392969169
DNase,2520,0.03726861079723735
DNase,2530,0.03690860451977344
DNase,2540,0.03674626415568047
DNase,2550,0.036159147771499686
DNase,2560,0.036086994350281794
DNase,2570,0.03553137551789032
DNase,2580,0.03516503590709304
DNase,2590,0.035180089391085606
DNase,2600,0.035663649466415044
DNase,2610,0.03623170420590003
DNase,2620,0.03637737099811602
DNase,2630,0.0366277594475826
DNase,2640,0.036632618455743324
DNase,2650,0.03739442033898231
DNase,2660,0.03759955266792149
DNase,2670,0.03778676559949717
DNase,2680,0.03810699987445
DNase,2690,0.0382080956685491
DNase,2700,0.03830721870684169
DNase,2710,0.038616690395479415
DNase,2720,0.03872409968612597
DNase,2730,0.03893435430006217
DNase,2740,0.039279052479597315
DNase,2750,0.039827824356559106
DNase,2760,0.04032693396107883
DNase,2770,0.03985304858756977
DNase,2780,0.04032885561832947
DNase,2790,0.03975279158819754
DNase,2800,0.039686563465159225
DNase,2810,0.04018013057124833
DNase,2820,0.040445821468925613
DNase,2830,0.04075015919648371
DNase,2840,0.041370851349653716
DNase,2850,0.04168037087256653
DNase,2860,0.04171863339610689
DNase,2870,0.04151403163841723
DNase,2880,0.04079889215316914
DNase,2890,0.04059457903326956
DNase,2900,0.04049910420589987
DNase,2910,0.04036880652856141
DNase,2920,0.04084966239799024
DNase,2930,0.041216956685498206
DNase,2940,0.04098534588826031
DNase,2950,0.04088693571876883
DNase,2960,0.04060024444444352
DNase,2970,0.041530546390457
DNase,2980,0.04221829943502733
DNase,2990,0.04231835392341422
DNase,3000,0.04262705536723067
DNase,3010,0.04281271035781456
DNase,3020,0.04246856798493316
DNase,3030,0.04225332655367135
DNase,3040,0.04249128097928338
H3K27me3,-2950,0.06686601004394147
H3K27me3,-2940,0.06710921042058918
H3K27me3,-2930,0.06797616522284912
H3K27me3,-2920,0.06903340225988645
H3K27me3,-2910,0.06873503126176961
H3K27me3,-2900,0.0686078052730689
H3K27me3,-2890,0.0679108610169485
H3K27me3,-2880,0.06697184532328851
H3K27me3,-2870,0.06641902372881278
H3K27me3,-2860,0.06687501669805329
H3K27me3,-2850,0.06742109001883141
H3K27me3,-2840,0.06797391299434967
H3K27me3,-2830,0.06839838719397293
H3K27me3,-2820,0.06851097777777711
H3K27me3,-2810,0.06825764645323222
H3K27me3,-2800,0.06831844331450015
H3K27me3,-2790,0.06867423804143062
H3K27me3,-2780,0.06978551801632073
H3K27me3,-2770,0.07026403113622041
H3K27me3,-2760,0.07031357049591924
H3K27me3,-2750,0.06998255015693622
H3K27me3,-2740,0.07010527633396038
H3K27me3,-2730,0.07044305235404831
H3K27me3,-2720,0.0707357922159442
H3K27me3,-2710,0.07087765938480814
H3K27me3,-2700,0.07048808675455039
H3K27me3,-2690,0.07043742510985494
H3K27me3,-2680,0.07045769177652174
H3K27me3,-2670,0.07096548148148116
H3K27me3,-2660,0.07135729792843643
H3K27me3,-2650,0.07212855141242876
H3K27me3,-2640,0.07196191613308171
H3K27me3,-2630,0.07237737827997462
H3K27me3,-2620,0.07314075191462618
H3K27me3,-2610,0.07233797237915848
H3K27me3,-2600,0.07212968148148122
H3K27me3,-2590,0.07280635618330156
H3K27me3,-2580,0.07271065473948488
H3K27me3,-2570,0.07268475668549867
H3K27me3,-2560,0.07330738882611366
H3K27me3,-2550,0.07322406767106035
H3K27me3,-2540,0.07330513760200855
H3K27me3,-2530,0.07339858694287459
H3K27me3,-2520,0.0738230597614561
H3K27me3,-2510,0.07322745097300648
H3K27me3,-2500,0.07350105034526018
H3K27me3,-2490,0.07375775819209006
H3K27me3,-2480,0.07340872115505277
H3K27me3,-2470,0.07422050470809757
H3K27me3,-2460,0.07451099309478952
H3K27me3,-2450,0.074469333458882
H3K27me3,-2440,0.07448622385436258
H3K27me3,-2430,0.07404936559949753
H3K27me3,-2420,0.07365417300690484
H3K27me3,-2410,0.0742520374136848
H3K27me3,-2400,0.0742160089139984
H3K27me3,-2390,0.0742891881983675
H3K27me3,-2380,0.07463372341494005
H3K27me3,-2370,0.07534868185812899
H3K27me3,-2360,0.07587898656622692
H3K27me3,-2350,0.07595442322661601
H3K27me3,-2340,0.07639015442561185
H3K27me3,-2330,0.07694635517890752
H3K27me3,-2320,0.07619987256748274
H3K27me3,-2310,0.07640366189579398
H3K27me3,-2300,0.07615483678593825
H3K27me3,-2290,0.0766356059008158
H3K27me3,-2280,0.07628319196484602
H3K27me3,-2270,0.0767256755806653
H3K27me3,-2260,0.07765680929064622
H3K27me3,-2250,0.0770916015065912
H3K27me3,-2240,0.07681687771500303
H3K27me3,-2230,0.07737532981795346
H3K27me3,-2220,0.07786060502197098
H3K27me3,-2210,0.07802611550533536
H3K27me3,-2200,0.07862284645323277
H3K27me3,-2190,0.07853165285624596
H3K27me3,-2180,0.07812857765222835
H3K27me3,-2170,0.07748905147520391
H3K27me3,-2160,0.0775599855618329
H3K27me3,-2150,0.07877935505335816
H3K27me3,-2140,0.07882439234149367
H3K27me3,-2130,0.07900791801632107
H3K27me3,-2120,0.07970486277463898
H3K27me3,-2110,0.07994580590081585
H3K27me3,-2100,0.08064162234777145
H3K27me3,-2090,0.08079700087884496
H3K27me3,-2080,0.08059095907093511
H3K27me3,-2070,0.0811325224105459
H3K27me3,-2060,0.08195669591964844
H3K27me3,-2050,0.08167071286880104
H3K27me3,-2040,0.0816639584431889
H3K27me3,-2030,0.08129578204645313
H3K27me3,-2020,0.08168759912115527
H3K27me3,-2010,0.08178893446327695
H3K27me3,-2000,0.08199610257376026
H3K27me3,-1990,0.08302068462021382
H3K27me3,-1980,0.08300605021971147
H3K27me3,-1970,0.08217174978028881
H3K27me3,-1960,0.0827268203389831
H3K27me3,-1950,0.08273695505335876
H3K27me3,-1940,0.08267277991211573
H3K27me3,-1930,0.08377393157564364
H3K27me3,-1920,0.08349582887633399
H3K27me3,-1910,0.08481315417451378
H3K27me3,-1900,0.08531531010671695
H3K27me3,-1890,0.08568799058380425
H3K27me3,-1880,0.08608769026993122
H3K27me3,-1870,0.08583323314500965
H3K27me3,-1860,0.0850822455743884
H3K27me3,-1850,0.08496852881355979
H3K27me3,-1840,0.08450915367231651
H3K27me3,-1830,0.08470393433772783
H3K27me3,-1820,0.08424906892655397
H3K27me3,-1810,0.08415448913998738
H3K27me3,-1800,0.08491673559322084
H3K27me3,-1790,0.085286033772756
H3K27me3,-1780,0.08480076647834289
H3K27me3,-1770,0.08428959824231022
H3K27me3,-1760,0.0844078175768994
H3K27me3,-1750,0.08410156974262438
H3K27me3,-1740,0.08474222033898333
H3K27me3,-1730,0.08544704256120536
H3K27me3,-1720,0.08532318995605778
H3K27me3,-1710,0.08543465913371016
H3K27me3,-1700,0.08548194865034536
H3K27me3,-1690,0.08601000276208438
H3K27me3,-1680,0.0860268891399875
H3K27me3,-1670,0.08525901682360336
H3K27me3,-1660,0.0854616801004397
H3K27me3,-1650,0.08632863703703718
H3K27me3,-1640,0.08661237024482137
H3K27me3,-1630,0.08711115040803527
H3K27me3,-1620,0.08715393132454481
H3K27me3,-1610,0.08658309127432544
H3K27me3,-1600,0.08638155078468347
H3K27me3,-1590,0.08644235480226026
H3K27me3,-1580,0.0877754419334594
H3K27me3,-1570,0.08853769089767771
H3K27me3,-1560,0.08886984042686771
H3K27me3,-1550,0.08883493308223489
H3K27me3,-1540,0.08868968951663547
H3K27me3,-1530,0.08926953860640323
H3K27me3,-1520,0.08884731650973035
H3K27me3,-1510,0.08965009868173274
H3K27me3,-1500,0.08996985951035813
H3K27me3,-1490,0.0900340372881357
H3K27me3,-1480,0.09049453697426259
H3K27me3,-1470,0.09070733785310742
H3K27me3,-1460,0.09047314136848729
H3K27me3,-1450,0.09053394413057178
H3K27me3,-1440,0.09093363929692472
H3K27me3,-1430,0.09059023653484026
H3K27me3,-1420,0.09071972102950429
H3K27me3,-1410,0.0906926986817331
H3K27me3,-1400,0.0907152154425616
H3K27me3,-1390,0.09087622322661718
H3K27me3,-1380,0.09141215869428772
H3K27me3,-1370,0.09223295605775315
H3K27me3,-1360,0.09204380439422534
H3K27me3,-1350,0.09182988060263708
H3K27me3,-1340,0.09333635706214731
H3K27me3,-1330,0.09400402849968656
H3K27me3,-1320,0.09412112316384227
H3K27me3,-1310,0.09451744055241765
H3K27me3,-1300,0.09441047771500344
H3K27me3,-1290,0.0943046440677971
H3K27me3,-1280,0.09433842322661706
H3K27me3,-1270,0.09519074149403726
H3K27me3,-1260,0.09503086051475282
H3K27me3,-1250,0.09481581443816756
H3K27me3,-1240,0.09444650822347794
H3K27me3,-1230,0.09377658681732617
H3K27me3,-1220,0.09396912052730728
H3K27me3,-1210,0.09422695467671083
H3K27me3,-1200,0.09494642096672963
H3K27me3,-1190,0.09605994965474007
H3K27me3,-1180,0.09570753735091085
H3K27me3,-1170,0.0950612625235412
H3K27me3,-1160,0.09533936321406215
H3K27me3,-1150,0.09668483590709408
H3K27me3,-1140,0.0970800298807288
H3K27me3,-1130,0.09792785097300778
H3K27me3,-1120,0.09849306151914662
H3K27me3,-1110,0.09899071889516753
H3K27me3,-1100,0.09967077514124328
H3K27me3,-1090,0.10023598380414367
H3K27me3,-1080,0.1007696748273703
H3K27me3,-1070,0.1013934291274335
H3K27me3,-1060,0.10131236421845673
H3K27me3,-1050,0.1009531974890154
H3K27me3,-1040,0.10138104055241756
H3K27me3,-1030,0.10180438518518596
H3K27me3,-1020,0.10199692316384232
H3K27me3,-1010,0.1023256848713126
H3K27me3,-1000,0.10185618053986287
H3K27me3,-990,0.10248106616447039
H3K27me3,-980,0.10390985499058507
H3K27me3,-970,0.10405058920276293
H3K27me3,-960,0.10408211839297024
H3K27me3,-950,0.10374096735718863
H3K27me3,-940,0.10341445047081048
H3K27me3,-930,0.10330186377903375
H3K27me3,-920,0.10338630433145071
H3K27me3,-910,0.10432644344005115
H3K27me3,-900,0.10428140753295778
H3K27me3,-890,0.1041980930320158
H3K27me3,-880,0.1038648213433783
H3K27me3,-870,0.10489278129315849
H3K27me3,-860,0.10595790295040892
H3K27me3,-850,0.10667511299435142
H3K27me3,-840,0.10756909353421305
H3K27me3,-830,0.10754094375392406
