run,status,context,lpmd
SRR3088298,WT,cgi,0.050483216
SRR3088298,WT,cpg_shore,0.10389609
SRR3088298,WT,cpg_shelf,0.13002945
SRR3088298,WT,promoter,0.04017826
SRR3088298,WT,methylation_canyon,0.07126057
SRR3088298,WT,exon,0.094621554
SRR3088298,WT,genebody,0.10259931
SRR3088298,WT,sine,0.10354871
SRR3088298,WT,line,0.10854632
SRR3088298,WT,ltr,0.09807505
SRR3088298,WT,bivalent_domain,0.12034312
SRR3088298,WT,bivalent_promoter,0.08881804
SRR3088298,WT,nonbivalent_promoter,0.01725166
SRR3088298,WT,bivalent_promoter_bivslop1000,0.086726665
SRR3088298,WT,nonbivalent_promoter_bivslop1000,0.016919043
SRR3088301,WT,cgi,0.0445065
SRR3088301,WT,cpg_shore,0.10272471
SRR3088301,WT,cpg_shelf,0.13287866
SRR3088301,WT,promoter,0.03659953
SRR3088301,WT,methylation_canyon,0.057886943
SRR3088301,WT,exon,0.10240713
SRR3088301,WT,genebody,0.111769475
SRR3088301,WT,sine,0.12233285
SRR3088301,WT,line,0.11598076
SRR3088301,WT,ltr,0.11465485
SRR3088301,WT,bivalent_domain,0.10741242
SRR3088301,WT,bivalent_promoter,0.081591144
SRR3088301,WT,nonbivalent_promoter,0.015979502
SRR3088301,WT,bivalent_promoter_bivslop1000,0.07976034
SRR3088301,WT,nonbivalent_promoter_bivslop1000,0.015572116
SRR3088303,WT,cgi,0.03272694
SRR3088303,WT,cpg_shore,0.09701378
SRR3088303,WT,cpg_shelf,0.1335714
SRR3088303,WT,promoter,0.024906008
SRR3088303,WT,methylation_canyon,0.041327406
SRR3088303,WT,exon,0.09946995
SRR3088303,WT,genebody,0.108422816
SRR3088303,WT,sine,0.11933035
SRR3088303,WT,line,0.1088592
SRR3088303,WT,ltr,0.109265424
SRR3088303,WT,bivalent_domain,0.06969326
SRR3088303,WT,bivalent_promoter,0.04923509
SRR3088303,WT,nonbivalent_promoter,0.012832436
SRR3088303,WT,bivalent_promoter_bivslop1000,0.048263215
SRR3088303,WT,nonbivalent_promoter_bivslop1000,0.012773393
SRR3088306,WT,cgi,0.040425822
SRR3088306,WT,cpg_shore,0.097093135
SRR3088306,WT,cpg_shelf,0.12812674
SRR3088306,WT,promoter,0.030586172
SRR3088306,WT,methylation_canyon,0.055204567
SRR3088306,WT,exon,0.09283478
SRR3088306,WT,genebody,0.10393904
SRR3088306,WT,sine,0.116278976
SRR3088306,WT,line,0.10838179
SRR3088306,WT,ltr,0.107835494
SRR3088306,WT,bivalent_domain,0.09586537
SRR3088306,WT,bivalent_promoter,0.06744417
SRR3088306,WT,nonbivalent_promoter,0.012561666
SRR3088306,WT,bivalent_promoter_bivslop1000,0.065924264
SRR3088306,WT,nonbivalent_promoter_bivslop1000,0.01236666
SRR3088308,WT,cgi,0.028319716
SRR3088308,WT,cpg_shore,0.096342355
SRR3088308,WT,cpg_shelf,0.13152878
SRR3088308,WT,promoter,0.02144725
SRR3088308,WT,methylation_canyon,0.030492924
SRR3088308,WT,exon,0.101221606
SRR3088308,WT,genebody,0.11201337
SRR3088308,WT,sine,0.1309939
SRR3088308,WT,line,0.113060966
SRR3088308,WT,ltr,0.12038628
SRR3088308,WT,bivalent_domain,0.05335879
SRR3088308,WT,bivalent_promoter,0.037493713
SRR3088308,WT,nonbivalent_promoter,0.0134303365
SRR3088308,WT,bivalent_promoter_bivslop1000,0.03698695
SRR3088308,WT,nonbivalent_promoter_bivslop1000,0.01334983
SRR3088311,WT,cgi,0.034480914
SRR3088311,WT,cpg_shore,0.08994974
SRR3088311,WT,cpg_shelf,0.11479194
SRR3088311,WT,promoter,0.02563624
SRR3088311,WT,methylation_canyon,0.04651443
SRR3088311,WT,exon,0.08124343
SRR3088311,WT,genebody,0.09093365
SRR3088311,WT,sine,0.099102095
SRR3088311,WT,line,0.090139635
SRR3088311,WT,ltr,0.088306986
SRR3088311,WT,bivalent_domain,0.07734863
SRR3088311,WT,bivalent_promoter,0.053368792
SRR3088311,WT,nonbivalent_promoter,0.0117592765
SRR3088311,WT,bivalent_promoter_bivslop1000,0.052314397
SRR3088311,WT,nonbivalent_promoter_bivslop1000,0.011557437
SRR3088313,WT,cgi,0.038970243
SRR3088313,WT,cpg_shore,0.09716847
SRR3088313,WT,cpg_shelf,0.12676756
SRR3088313,WT,promoter,0.029914634
SRR3088313,WT,methylation_canyon,0.044404782
SRR3088313,WT,exon,0.09625905
SRR3088313,WT,genebody,0.106761366
SRR3088313,WT,sine,0.119701065
SRR3088313,WT,line,0.10925912
SRR3088313,WT,ltr,0.11601586
SRR3088313,WT,bivalent_domain,0.0836164
SRR3088313,WT,bivalent_promoter,0.061549127
SRR3088313,WT,nonbivalent_promoter,0.014159036
SRR3088313,WT,bivalent_promoter_bivslop1000,0.060292024
SRR3088313,WT,nonbivalent_promoter_bivslop1000,0.013984368
SRR3088316,WT,cgi,0.04855776
SRR3088316,WT,cpg_shore,0.10066181
SRR3088316,WT,cpg_shelf,0.12566707
SRR3088316,WT,promoter,0.037983283
SRR3088316,WT,methylation_canyon,0.059495825
SRR3088316,WT,exon,0.0951815
SRR3088316,WT,genebody,0.10503106
SRR3088316,WT,sine,0.11432955
SRR3088316,WT,line,0.10694656
SRR3088316,WT,ltr,0.10999168
SRR3088316,WT,bivalent_domain,0.114518166
SRR3088316,WT,bivalent_promoter,0.085368246
SRR3088316,WT,nonbivalent_promoter,0.014903789
SRR3088316,WT,bivalent_promoter_bivslop1000,0.08338632
SRR3088316,WT,nonbivalent_promoter_bivslop1000,0.014586596
SRR3088318,WT,cgi,0.05054998
SRR3088318,WT,cpg_shore,0.090205885
SRR3088318,WT,cpg_shelf,0.10652388
SRR3088318,WT,promoter,0.04029023
SRR3088318,WT,methylation_canyon,0.06250582
SRR3088318,WT,exon,0.081821844
SRR3088318,WT,genebody,0.08949441
SRR3088318,WT,sine,0.09512621
SRR3088318,WT,line,0.089005664
SRR3088318,WT,ltr,0.092908606
SRR3088318,WT,bivalent_domain,0.12167916
SRR3088318,WT,bivalent_promoter,0.09288987
SRR3088318,WT,nonbivalent_promoter,0.014656515
SRR3088318,WT,bivalent_promoter_bivslop1000,0.09058543
SRR3088318,WT,nonbivalent_promoter_bivslop1000,0.014307558
SRR3088321,Other,cgi,0.05626156
SRR3088321,Other,cpg_shore,0.08931948
SRR3088321,Other,cpg_shelf,0.10236636
SRR3088321,Other,promoter,0.045298412
SRR3088321,Other,methylation_canyon,0.071990915
SRR3088321,Other,exon,0.08012852
SRR3088321,Other,genebody,0.086469404
SRR3088321,Other,sine,0.09176032
SRR3088321,Other,line,0.08309611
SRR3088321,Other,ltr,0.08836142
SRR3088321,Other,bivalent_domain,0.14247511
SRR3088321,Other,bivalent_promoter,0.109244786
SRR3088321,Other,nonbivalent_promoter,0.01487255
SRR3088321,Other,bivalent_promoter_bivslop1000,0.10651206
SRR3088321,Other,nonbivalent_promoter_bivslop1000,0.014351173
SRR3088323,R882,cgi,0.03170762
SRR3088323,R882,cpg_shore,0.088758774
SRR3088323,R882,cpg_shelf,0.11378232
SRR3088323,R882,promoter,0.024186341
SRR3088323,R882,methylation_canyon,0.032949284
SRR3088323,R882,exon,0.08681755
SRR3088323,R882,genebody,0.09457813
SRR3088323,R882,sine,0.10098693
SRR3088323,R882,line,0.09744212
SRR3088323,R882,ltr,0.100216076
SRR3088323,R882,bivalent_domain,0.062480092
SRR3088323,R882,bivalent_promoter,0.045275725
SRR3088323,R882,nonbivalent_promoter,0.013833946
SRR3088323,R882,bivalent_promoter_bivslop1000,0.044552214
SRR3088323,R882,nonbivalent_promoter_bivslop1000,0.013695917
SRR3088327,R882,cgi,0.040854808
SRR3088327,R882,cpg_shore,0.09212322
SRR3088327,R882,cpg_shelf,0.11671095
SRR3088327,R882,promoter,0.031334154
SRR3088327,R882,methylation_canyon,0.045211077
SRR3088327,R882,exon,0.08807232
SRR3088327,R882,genebody,0.096958466
SRR3088327,R882,sine,0.10684712
SRR3088327,R882,line,0.09870393
SRR3088327,R882,ltr,0.10583667
SRR3088327,R882,bivalent_domain,0.08814934
SRR3088327,R882,bivalent_promoter,0.06407763
SRR3088327,R882,nonbivalent_promoter,0.014912828
SRR3088327,R882,bivalent_promoter_bivslop1000,0.06272485
SRR3088327,R882,nonbivalent_promoter_bivslop1000,0.014697352
SRR3088330,WT,cgi,0.05869262
SRR3088330,WT,cpg_shore,0.0939454
SRR3088330,WT,cpg_shelf,0.10798125
SRR3088330,WT,promoter,0.04818773
SRR3088330,WT,methylation_canyon,0.076857544
SRR3088330,WT,exon,0.08001536
SRR3088330,WT,genebody,0.0869688
SRR3088330,WT,sine,0.08735754
SRR3088330,WT,line,0.07973533
SRR3088330,WT,ltr,0.08150214
SRR3088330,WT,bivalent_domain,0.1635292
SRR3088330,WT,bivalent_promoter,0.123478904
SRR3088330,WT,nonbivalent_promoter,0.01559517
SRR3088330,WT,bivalent_promoter_bivslop1000,0.12046871
SRR3088330,WT,nonbivalent_promoter_bivslop1000,0.014821867
SRR3088333,WT,cgi,0.056655858
SRR3088333,WT,cpg_shore,0.0899966
SRR3088333,WT,cpg_shelf,0.10459473
SRR3088333,WT,promoter,0.047375213
SRR3088333,WT,methylation_canyon,0.07325143
SRR3088333,WT,exon,0.07685981
SRR3088333,WT,genebody,0.084264904
SRR3088333,WT,sine,0.0844505
SRR3088333,WT,line,0.07633818
SRR3088333,WT,ltr,0.078166425
SRR3088333,WT,bivalent_domain,0.15622698
SRR3088333,WT,bivalent_promoter,0.12037596
SRR3088333,WT,nonbivalent_promoter,0.015810033
SRR3088333,WT,bivalent_promoter_bivslop1000,0.11731359
SRR3088333,WT,nonbivalent_promoter_bivslop1000,0.014981758
SRR3088335,R882,cgi,0.03395093
SRR3088335,R882,cpg_shore,0.09189577
SRR3088335,R882,cpg_shelf,0.12076524
SRR3088335,R882,promoter,0.025905598
SRR3088335,R882,methylation_canyon,0.032906763
SRR3088335,R882,exon,0.093648784
SRR3088335,R882,genebody,0.10254258
SRR3088335,R882,sine,0.118488565
SRR3088335,R882,line,0.102075316
SRR3088335,R882,ltr,0.11490013
SRR3088335,R882,bivalent_domain,0.065048695
SRR3088335,R882,bivalent_promoter,0.048268717
SRR3088335,R882,nonbivalent_promoter,0.01443999
SRR3088335,R882,bivalent_promoter_bivslop1000,0.047361948
SRR3088335,R882,nonbivalent_promoter_bivslop1000,0.014318057
SRR3088338,R882,cgi,0.047166605
SRR3088338,R882,cpg_shore,0.10158399
SRR3088338,R882,cpg_shelf,0.11618226
SRR3088338,R882,promoter,0.036894828
SRR3088338,R882,methylation_canyon,0.053027067
SRR3088338,R882,exon,0.090121575
SRR3088338,R882,genebody,0.09761698
SRR3088338,R882,sine,0.10382138
SRR3088338,R882,line,0.101280525
SRR3088338,R882,ltr,0.104335465
SRR3088338,R882,bivalent_domain,0.103900395
SRR3088338,R882,bivalent_promoter,0.077368826
SRR3088338,R882,nonbivalent_promoter,0.017311942
SRR3088338,R882,bivalent_promoter_bivslop1000,0.0756429
SRR3088338,R882,nonbivalent_promoter_bivslop1000,0.017054835
SRR3088340,Other,cgi,0.03233577
SRR3088340,Other,cpg_shore,0.09160598
SRR3088340,Other,cpg_shelf,0.123206496
SRR3088340,Other,promoter,0.025146209
SRR3088340,Other,methylation_canyon,0.03690835
SRR3088340,Other,exon,0.09400446
SRR3088340,Other,genebody,0.10170028
SRR3088340,Other,sine,0.108263396
SRR3088340,Other,line,0.105477035
SRR3088340,Other,ltr,0.10457832
SRR3088340,Other,bivalent_domain,0.068191424
SRR3088340,Other,bivalent_promoter,0.05074608
SRR3088340,Other,nonbivalent_promoter,0.012565934
SRR3088340,Other,bivalent_promoter_bivslop1000,0.049726527
SRR3088340,Other,nonbivalent_promoter_bivslop1000,0.012429312
SRR3088343,R882,cgi,0.039903622
SRR3088343,R882,cpg_shore,0.093603835
SRR3088343,R882,cpg_shelf,0.12126272
SRR3088343,R882,promoter,0.0317858
SRR3088343,R882,methylation_canyon,0.048145298
SRR3088343,R882,exon,0.092428595
SRR3088343,R882,genebody,0.09999766
SRR3088343,R882,sine,0.10451514
SRR3088343,R882,line,0.10021012
SRR3088343,R882,ltr,0.1002942
SRR3088343,R882,bivalent_domain,0.09082998
SRR3088343,R882,bivalent_promoter,0.06847322
SRR3088343,R882,nonbivalent_promoter,0.0136570195
SRR3088343,R882,bivalent_promoter_bivslop1000,0.06699107
SRR3088343,R882,nonbivalent_promoter_bivslop1000,0.013417995
SRR3088349,R882,cgi,0.05420782
SRR3088349,R882,cpg_shore,0.096488655
SRR3088349,R882,cpg_shelf,0.11666984
SRR3088349,R882,promoter,0.04429763
SRR3088349,R882,methylation_canyon,0.0654271
SRR3088349,R882,exon,0.08896566
SRR3088349,R882,genebody,0.09620124
SRR3088349,R882,sine,0.09888952
SRR3088349,R882,line,0.10053288
SRR3088349,R882,ltr,0.098732375
SRR3088349,R882,bivalent_domain,0.13135844
SRR3088349,R882,bivalent_promoter,0.102392204
SRR3088349,R882,nonbivalent_promoter,0.016522588
SRR3088349,R882,bivalent_promoter_bivslop1000,0.099948086
SRR3088349,R882,nonbivalent_promoter_bivslop1000,0.016002746
SRR3088353,R882,cgi,0.052884553
SRR3088353,R882,cpg_shore,0.0956008
SRR3088353,R882,cpg_shelf,0.12034735
SRR3088353,R882,promoter,0.043693032
SRR3088353,R882,methylation_canyon,0.06268701
SRR3088353,R882,exon,0.091410235
SRR3088353,R882,genebody,0.10065563
SRR3088353,R882,sine,0.10787242
SRR3088353,R882,line,0.100365266
SRR3088353,R882,ltr,0.102437705
SRR3088353,R882,bivalent_domain,0.12606373
SRR3088353,R882,bivalent_promoter,0.09935258
SRR3088353,R882,nonbivalent_promoter,0.017154405
SRR3088353,R882,bivalent_promoter_bivslop1000,0.09685272
SRR3088353,R882,nonbivalent_promoter_bivslop1000,0.01666555
SRR3088356,WT,cgi,0.040316362
SRR3088356,WT,cpg_shore,0.11128956
SRR3088356,WT,cpg_shelf,0.14882198
SRR3088356,WT,promoter,0.031444192
SRR3088356,WT,methylation_canyon,0.051075097
SRR3088356,WT,exon,0.11241999
SRR3088356,WT,genebody,0.12078842
SRR3088356,WT,sine,0.12536006
SRR3088356,WT,line,0.1259863
SRR3088356,WT,ltr,0.112661414
SRR3088356,WT,bivalent_domain,0.087264046
SRR3088356,WT,bivalent_promoter,0.062681444
SRR3088356,WT,nonbivalent_promoter,0.016155627
SRR3088356,WT,bivalent_promoter_bivslop1000,0.06144278
SRR3088356,WT,nonbivalent_promoter_bivslop1000,0.015961817
SRR3088360,WT,cgi,0.06807136
SRR3088360,WT,cpg_shore,0.11112167
SRR3088360,WT,cpg_shelf,0.12390009
SRR3088360,WT,promoter,0.05574188
SRR3088360,WT,methylation_canyon,0.08790231
SRR3088360,WT,exon,0.093851775
SRR3088360,WT,genebody,0.102340385
SRR3088360,WT,sine,0.104839735
SRR3088360,WT,line,0.10736879
SRR3088360,WT,ltr,0.10328274
SRR3088360,WT,bivalent_domain,0.16679361
SRR3088360,WT,bivalent_promoter,0.12812646
SRR3088360,WT,nonbivalent_promoter,0.021730853
SRR3088360,WT,bivalent_promoter_bivslop1000,0.12506579
SRR3088360,WT,nonbivalent_promoter_bivslop1000,0.021145292
SRR3088363,WT,cgi,0.05708667
SRR3088363,WT,cpg_shore,0.10755603
SRR3088363,WT,cpg_shelf,0.13169046
SRR3088363,WT,promoter,0.04621325
SRR3088363,WT,methylation_canyon,0.0768671
SRR3088363,WT,exon,0.10078977
SRR3088363,WT,genebody,0.10915632
SRR3088363,WT,sine,0.114096
SRR3088363,WT,line,0.109141625
SRR3088363,WT,ltr,0.10250101
SRR3088363,WT,bivalent_domain,0.14181383
SRR3088363,WT,bivalent_promoter,0.10910352
SRR3088363,WT,nonbivalent_promoter,0.016466562
SRR3088363,WT,bivalent_promoter_bivslop1000,0.106504366
SRR3088363,WT,nonbivalent_promoter_bivslop1000,0.015946275
SRR3088366,WT,cgi,0.058380216
SRR3088366,WT,cpg_shore,0.10102368
SRR3088366,WT,cpg_shelf,0.11866012
SRR3088366,WT,promoter,0.04808039
SRR3088366,WT,methylation_canyon,0.07984878
SRR3088366,WT,exon,0.08979255
SRR3088366,WT,genebody,0.097584575
SRR3088366,WT,sine,0.098818004
SRR3088366,WT,line,0.09682653
SRR3088366,WT,ltr,0.08883433
SRR3088366,WT,bivalent_domain,0.14984572
SRR3088366,WT,bivalent_promoter,0.11619489
SRR3088366,WT,nonbivalent_promoter,0.016829628
SRR3088366,WT,bivalent_promoter_bivslop1000,0.11347911
SRR3088366,WT,nonbivalent_promoter_bivslop1000,0.016161976
SRR3088368,WT,cgi,0.054078702
SRR3088368,WT,cpg_shore,0.104838565
SRR3088368,WT,cpg_shelf,0.13006721
SRR3088368,WT,promoter,0.044025365
SRR3088368,WT,methylation_canyon,0.073837705
SRR3088368,WT,exon,0.09774475
SRR3088368,WT,genebody,0.10594983
SRR3088368,WT,sine,0.10853472
SRR3088368,WT,line,0.11191538
SRR3088368,WT,ltr,0.10230296
SRR3088368,WT,bivalent_domain,0.14103085
SRR3088368,WT,bivalent_promoter,0.10589052
SRR3088368,WT,nonbivalent_promoter,0.015637595
SRR3088368,WT,bivalent_promoter_bivslop1000,0.10314822
SRR3088368,WT,nonbivalent_promoter_bivslop1000,0.015237486
SRR3088371,WT,cgi,0.05286061
SRR3088371,WT,cpg_shore,0.101774536
SRR3088371,WT,cpg_shelf,0.12498382
SRR3088371,WT,promoter,0.043393023
SRR3088371,WT,methylation_canyon,0.071436055
SRR3088371,WT,exon,0.09589665
SRR3088371,WT,genebody,0.103131406
SRR3088371,WT,sine,0.10551317
SRR3088371,WT,line,0.10581738
SRR3088371,WT,ltr,0.095817335
SRR3088371,WT,bivalent_domain,0.13899818
SRR3088371,WT,bivalent_promoter,0.10525234
SRR3088371,WT,nonbivalent_promoter,0.015507266
SRR3088371,WT,bivalent_promoter_bivslop1000,0.10240789
SRR3088371,WT,nonbivalent_promoter_bivslop1000,0.015120417
SRR3088375,WT,cgi,0.051458567
SRR3088375,WT,cpg_shore,0.10603585
SRR3088375,WT,cpg_shelf,0.13264818
SRR3088375,WT,promoter,0.040975194
SRR3088375,WT,methylation_canyon,0.0652365
SRR3088375,WT,exon,0.10258201
SRR3088375,WT,genebody,0.109683104
SRR3088375,WT,sine,0.11192128
SRR3088375,WT,line,0.108626395
SRR3088375,WT,ltr,0.10651785
SRR3088375,WT,bivalent_domain,0.1223048
SRR3088375,WT,bivalent_promoter,0.09222968
SRR3088375,WT,nonbivalent_promoter,0.016599145
SRR3088375,WT,bivalent_promoter_bivslop1000,0.090059415
SRR3088375,WT,nonbivalent_promoter_bivslop1000,0.016233277
SRR3088378,WT,cgi,0.053588644
SRR3088378,WT,cpg_shore,0.10485046
SRR3088378,WT,cpg_shelf,0.13007787
SRR3088378,WT,promoter,0.04298069
SRR3088378,WT,methylation_canyon,0.06939631
SRR3088378,WT,exon,0.0998839
SRR3088378,WT,genebody,0.10733796
SRR3088378,WT,sine,0.1083116
SRR3088378,WT,line,0.104872756
SRR3088378,WT,ltr,0.101556554
SRR3088378,WT,bivalent_domain,0.13306837
SRR3088378,WT,bivalent_promoter,0.10021642
SRR3088378,WT,nonbivalent_promoter,0.016239658
SRR3088378,WT,bivalent_promoter_bivslop1000,0.09776386
SRR3088378,WT,nonbivalent_promoter_bivslop1000,0.015882717
SRR3088380,WT,cgi,0.06252758
SRR3088380,WT,cpg_shore,0.11791503
SRR3088380,WT,cpg_shelf,0.1392676
SRR3088380,WT,promoter,0.04962495
SRR3088380,WT,methylation_canyon,0.07196835
SRR3088380,WT,exon,0.10892227
SRR3088380,WT,genebody,0.11984955
SRR3088380,WT,sine,0.1304569
SRR3088380,WT,line,0.12508169
SRR3088380,WT,ltr,0.13309336
SRR3088380,WT,bivalent_domain,0.14141916
SRR3088380,WT,bivalent_promoter,0.10661128
SRR3088380,WT,nonbivalent_promoter,0.022636432
SRR3088380,WT,bivalent_promoter_bivslop1000,0.10424723
SRR3088380,WT,nonbivalent_promoter_bivslop1000,0.022187995
SRR3088383,WT,cgi,0.0744009
SRR3088383,WT,cpg_shore,0.11974774
SRR3088383,WT,cpg_shelf,0.13925382
SRR3088383,WT,promoter,0.060824186
SRR3088383,WT,methylation_canyon,0.092474476
SRR3088383,WT,exon,0.10851901
SRR3088383,WT,genebody,0.12043753
SRR3088383,WT,sine,0.13170423
SRR3088383,WT,line,0.1360273
SRR3088383,WT,ltr,0.14603321
SRR3088383,WT,bivalent_domain,0.18547545
SRR3088383,WT,bivalent_promoter,0.14385803
SRR3088383,WT,nonbivalent_promoter,0.023412103
SRR3088383,WT,bivalent_promoter_bivslop1000,0.14027119
SRR3088383,WT,nonbivalent_promoter_bivslop1000,0.02267738
SRR3088385,WT,cgi,0.0438448
SRR3088385,WT,cpg_shore,0.11101461
SRR3088385,WT,cpg_shelf,0.14412625
SRR3088385,WT,promoter,0.034506362
SRR3088385,WT,methylation_canyon,0.0508996
SRR3088385,WT,exon,0.11334762
SRR3088385,WT,genebody,0.12383939
SRR3088385,WT,sine,0.13992478
SRR3088385,WT,line,0.12871945
SRR3088385,WT,ltr,0.13051882
SRR3088385,WT,bivalent_domain,0.091509946
SRR3088385,WT,bivalent_promoter,0.067958154
SRR3088385,WT,nonbivalent_promoter,0.01837319
SRR3088385,WT,bivalent_promoter_bivslop1000,0.06671582
SRR3088385,WT,nonbivalent_promoter_bivslop1000,0.018142043
SRR3088388,WT,cgi,0.05848409
SRR3088388,WT,cpg_shore,0.121798806
SRR3088388,WT,cpg_shelf,0.1492955
SRR3088388,WT,promoter,0.047650594
SRR3088388,WT,methylation_canyon,0.073330864
SRR3088388,WT,exon,0.11892031
SRR3088388,WT,genebody,0.12888184
SRR3088388,WT,sine,0.13765776
SRR3088388,WT,line,0.13437113
SRR3088388,WT,ltr,0.12365289
SRR3088388,WT,bivalent_domain,0.12620556
SRR3088388,WT,bivalent_promoter,0.095802754
SRR3088388,WT,nonbivalent_promoter,0.024352057
SRR3088388,WT,bivalent_promoter_bivslop1000,0.09384876
SRR3088388,WT,nonbivalent_promoter_bivslop1000,0.024041167
SRR3088390,R882,cgi,0.042998806
SRR3088390,R882,cpg_shore,0.09394147
SRR3088390,R882,cpg_shelf,0.11348659
SRR3088390,R882,promoter,0.033939917
SRR3088390,R882,methylation_canyon,0.048873596
SRR3088390,R882,exon,0.08757489
SRR3088390,R882,genebody,0.094890125
SRR3088390,R882,sine,0.1005745
SRR3088390,R882,line,0.099809356
SRR3088390,R882,ltr,0.10141038
SRR3088390,R882,bivalent_domain,0.09132078
SRR3088390,R882,bivalent_promoter,0.06887531
SRR3088390,R882,nonbivalent_promoter,0.016736826
SRR3088390,R882,bivalent_promoter_bivslop1000,0.06750374
SRR3088390,R882,nonbivalent_promoter_bivslop1000,0.016522106
SRR3088394,R882,cgi,0.052672945
SRR3088394,R882,cpg_shore,0.10152719
SRR3088394,R882,cpg_shelf,0.1253889
SRR3088394,R882,promoter,0.042028718
SRR3088394,R882,methylation_canyon,0.062911816
SRR3088394,R882,exon,0.0954635
SRR3088394,R882,genebody,0.10460582
SRR3088394,R882,sine,0.11484504
SRR3088394,R882,line,0.110358685
SRR3088394,R882,ltr,0.11373204
SRR3088394,R882,bivalent_domain,0.12065367
SRR3088394,R882,bivalent_promoter,0.091871314
SRR3088394,R882,nonbivalent_promoter,0.017492667
SRR3088394,R882,bivalent_promoter_bivslop1000,0.08979155
SRR3088394,R882,nonbivalent_promoter_bivslop1000,0.017174961
SRR3088403,WT,cgi,0.047454845
SRR3088403,WT,cpg_shore,0.10256023
SRR3088403,WT,cpg_shelf,0.11966707
SRR3088403,WT,promoter,0.036964048
SRR3088403,WT,methylation_canyon,0.050264318
SRR3088403,WT,exon,0.08926395
SRR3088403,WT,genebody,0.09917199
SRR3088403,WT,sine,0.107331775
SRR3088403,WT,line,0.10718283
SRR3088403,WT,ltr,0.10294817
SRR3088403,WT,bivalent_domain,0.09603854
SRR3088403,WT,bivalent_promoter,0.07058285
SRR3088403,WT,nonbivalent_promoter,0.020509781
SRR3088403,WT,bivalent_promoter_bivslop1000,0.06913538
SRR3088403,WT,nonbivalent_promoter_bivslop1000,0.020245325
SRR3088406,WT,cgi,0.055025116
SRR3088406,WT,cpg_shore,0.110425726
SRR3088406,WT,cpg_shelf,0.12824903
SRR3088406,WT,promoter,0.04330369
SRR3088406,WT,methylation_canyon,0.061063368
SRR3088406,WT,exon,0.09958721
SRR3088406,WT,genebody,0.109808795
SRR3088406,WT,sine,0.11972799
SRR3088406,WT,line,0.117841944
SRR3088406,WT,ltr,0.11739307
SRR3088406,WT,bivalent_domain,0.11619445
SRR3088406,WT,bivalent_promoter,0.08680164
SRR3088406,WT,nonbivalent_promoter,0.022117928
SRR3088406,WT,bivalent_promoter_bivslop1000,0.08492418
SRR3088406,WT,nonbivalent_promoter_bivslop1000,0.021779938
SRR3088410,WT,cgi,0.038247056
SRR3088410,WT,cpg_shore,0.10000611
SRR3088410,WT,cpg_shelf,0.12693614
SRR3088410,WT,promoter,0.029478092
SRR3088410,WT,methylation_canyon,0.04592461
SRR3088410,WT,exon,0.09567262
SRR3088410,WT,genebody,0.10294915
SRR3088410,WT,sine,0.10456973
SRR3088410,WT,line,0.10201342
SRR3088410,WT,ltr,0.0981451
SRR3088410,WT,bivalent_domain,0.08201327
SRR3088410,WT,bivalent_promoter,0.060319174
SRR3088410,WT,nonbivalent_promoter,0.014188721
SRR3088410,WT,bivalent_promoter_bivslop1000,0.05907539
SRR3088410,WT,nonbivalent_promoter_bivslop1000,0.0140409535
SRR3088413,WT,cgi,0.04223126
SRR3088413,WT,cpg_shore,0.10123634
SRR3088413,WT,cpg_shelf,0.12728229
SRR3088413,WT,promoter,0.0330717
SRR3088413,WT,methylation_canyon,0.05385957
SRR3088413,WT,exon,0.09557853
SRR3088413,WT,genebody,0.10336649
SRR3088413,WT,sine,0.105323724
SRR3088413,WT,line,0.10483191
SRR3088413,WT,ltr,0.09941634
SRR3088413,WT,bivalent_domain,0.097569495
SRR3088413,WT,bivalent_promoter,0.07164211
SRR3088413,WT,nonbivalent_promoter,0.014521686
SRR3088413,WT,bivalent_promoter_bivslop1000,0.07003897
SRR3088413,WT,nonbivalent_promoter_bivslop1000,0.014329611
SRR3088417,R882,cgi,0.037773266
SRR3088417,R882,cpg_shore,0.091860905
SRR3088417,R882,cpg_shelf,0.12296965
SRR3088417,R882,promoter,0.03014071
SRR3088417,R882,methylation_canyon,0.046878908
SRR3088417,R882,exon,0.09267854
SRR3088417,R882,genebody,0.100046284
SRR3088417,R882,sine,0.1013378
SRR3088417,R882,line,0.09817013
SRR3088417,R882,ltr,0.09265895
SRR3088417,R882,bivalent_domain,0.085509144
SRR3088417,R882,bivalent_promoter,0.06478533
SRR3088417,R882,nonbivalent_promoter,0.013366609
SRR3088417,R882,bivalent_promoter_bivslop1000,0.06332528
SRR3088417,R882,nonbivalent_promoter_bivslop1000,0.013200948
SRR3088420,R882,cgi,0.04134465
SRR3088420,R882,cpg_shore,0.090551555
SRR3088420,R882,cpg_shelf,0.11889794
SRR3088420,R882,promoter,0.03324483
SRR3088420,R882,methylation_canyon,0.053379893
SRR3088420,R882,exon,0.08702428
SRR3088420,R882,genebody,0.09526852
SRR3088420,R882,sine,0.094872236
SRR3088420,R882,line,0.09493598
SRR3088420,R882,ltr,0.08769707
SRR3088420,R882,bivalent_domain,0.09837972
SRR3088420,R882,bivalent_promoter,0.07436525
SRR3088420,R882,nonbivalent_promoter,0.013513343
SRR3088420,R882,bivalent_promoter_bivslop1000,0.07260897
SRR3088420,R882,nonbivalent_promoter_bivslop1000,0.013251903
SRR3088422,R882,cgi,0.024954127
