status,distance_bin,beta
INS,"(0.92, 0.94]",0.6018124419651739
INS,"(0.94, 0.96]",0.5927422850540126
INS,"(0.96, 0.98]",0.5890909919444444
INS,"(0.98, 1.0]",0.5740760328477357
INS,"(30.0, 60.0]",0.4350436965053023
INS,"(60.0, 90.0]",0.43486497976686467
INS,"(90.0, 120.0]",0.4149843616980057
INS,"(120.0, 150.0]",0.4248537181722551
INS,"(150.0, 180.0]",0.34537420832939336
INS,"(180.0, 210.0]",0.33774768170524694
INS,"(210.0, 240.0]",0.246533774894515
INS,"(240.0, 270.0]",0.25430039870466303
INS,"(270.0, 300.0]",0.3043875834259258
INS,"(300.0, 330.0]",0.21892696801087816
INS,"(330.0, 360.0]",0.2486426310429451
INS,"(360.0, 390.0]",0.25254513158169944
INS,"(390.0, 420.0]",0.284862668696296
INS,"(420.0, 450.0]",0.26881751513194474
INS,"(450.0, 480.0]",0.2841735256850714
INS,"(480.0, 510.0]",0.31516776255274276
INS,"(510.0, 540.0]",0.27234321043010756
INS,"(540.0, 570.0]",0.26118308408029883
INS,"(570.0, 600.0]",0.23152589592868975
INS,"(600.0, 630.0]",0.23621026632539713
INS,"(630.0, 660.0]",0.2841618011028807
INS,"(660.0, 690.0]",0.254232435425287
INS,"(690.0, 720.0]",0.3058639277000775
INS,"(720.0, 750.0]",0.2063681700347223
INS,"(750.0, 780.0]",0.17414483468909264
INS,"(780.0, 810.0]",0.17376355469246016
INS,"(810.0, 840.0]",0.16924276382716058
INS,"(840.0, 870.0]",0.24212814518162404
INS,"(870.0, 900.0]",0.22812907734204796
INS,"(900.0, 930.0]",0.21886349713200376
INS,"(930.0, 960.0]",0.18474594405092593
INS,"(960.0, 990.0]",0.1768662268386245
INS,"(990.0, 1020.0]",0.23586797084210528
INS,"(1020.0, 1050.0]",0.2350227805777777
INS,"(1050.0, 1080.0]",0.26828663440821243
INS,"(1080.0, 1110.0]",0.2935962695098039
INS,"(1110.0, 1140.0]",0.32668305875706194
INS,"(1140.0, 1170.0]",0.24494122025925913
INS,"(1170.0, 1200.0]",0.24128969181533658
INS,"(1200.0, 1230.0]",0.2294516957686454
INS,"(1230.0, 1260.0]",0.28248802144596646
INS,"(1260.0, 1290.0]",0.2641227747962964
INS,"(1290.0, 1320.0]",0.26593632722222205
INS,"(1320.0, 1350.0]",0.27478571805555574
INS,"(1350.0, 1380.0]",0.26522383486532
INS,"(1380.0, 1410.0]",0.2943606147147149
INS,"(1410.0, 1440.0]",0.2156786426365349
INS,"(1440.0, 1470.0]",0.3583169936876008
INS,"(1470.0, 1500.0]",0.3076116693421054
INS,"(1500.0, 1530.0]",0.1775977833485541
INS,"(1530.0, 1560.0]",0.19626484729390695
INS,"(1560.0, 1590.0]",0.28261501406301837
INS,"(1590.0, 1620.0]",0.3084940546481481
INS,"(1620.0, 1650.0]",0.21566251751111107
INS,"(1650.0, 1680.0]",0.2372986123174603
INS,"(1680.0, 1710.0]",0.2539457540873016
INS,"(1710.0, 1740.0]",0.3176775633716475
INS,"(1740.0, 1770.0]",0.42446924834467104
INS,"(1770.0, 1800.0]",0.2620538315419501
INS,"(1800.0, 1830.0]",0.32083812883720925
INS,"(1830.0, 1860.0]",0.2705330407471263
INS,"(1860.0, 1890.0]",0.29552857039426533
INS,"(1890.0, 1920.0]",0.2870983635658913
INS,"(1920.0, 1950.0]",0.30879929943019957
INS,"(1950.0, 1980.0]",0.1825147338666666
INS,"(1980.0, 2010.0]",0.14141870769230763
INS,"(2010.0, 2040.0]",0.20547537906666657
INS,"(2040.0, 2070.0]",0.22673328141093468
INS,"(2070.0, 2100.0]",0.2592312789777777
INS,"(2100.0, 2130.0]",0.3297570516802169
INS,"(2130.0, 2160.0]",0.2801556396444446
INS,"(2160.0, 2190.0]",0.3052573027222223
INS,"(2190.0, 2220.0]",0.3014897543555554
INS,"(2220.0, 2250.0]",0.4585778476543207
INS,"(2250.0, 2280.0]",0.43666338918918957
INS,"(2280.0, 2310.0]",0.4498172450158731
INS,"(2310.0, 2340.0]",0.5224967024509806
INS,"(2340.0, 2370.0]",0.36653973790849675
INS,"(2370.0, 2400.0]",0.42710181605734765
INS,"(2400.0, 2430.0]",0.3522080645634922
INS,"(2430.0, 2460.0]",0.4422803020512821
INS,"(2460.0, 2490.0]",0.29820870320512827
INS,"(2490.0, 2520.0]",0.350277125795796
INS,"(2520.0, 2550.0]",0.2638699128282828
INS,"(2550.0, 2580.0]",0.41122932546666663
INS,"(2580.0, 2610.0]",0.3636409603888888
INS,"(2610.0, 2640.0]",0.40428431437908485
INS,"(2640.0, 2670.0]",0.36417657683760696
INS,"(2670.0, 2700.0]",0.3272922747222223
INS,"(2700.0, 2730.0]",0.29734406521164036
INS,"(2730.0, 2760.0]",0.44991546439506164
INS,"(2760.0, 2790.0]",0.4358283895910166
INS,"(2790.0, 2820.0]",0.44877696414814844
INS,"(2820.0, 2850.0]",0.3769864712037038
INS,"(2850.0, 2880.0]",0.4692279093650796
INS,"(2880.0, 2910.0]",0.38600920891812873
INS,"(2910.0, 2940.0]",0.47053483816666647
INS,"(2940.0, 2970.0]",0.490369193263889
INS,"(2970.0, 3000.0]",0.47516397510510533
NBM,"(-3000.0, -2970.0]",0.32802654553571414
NBM,"(-2970.0, -2940.0]",0.3107167691151386
NBM,"(-2940.0, -2910.0]",0.24679714547619044
NBM,"(-2910.0, -2880.0]",0.30914906969604883
NBM,"(-2880.0, -2850.0]",0.19410154262458457
NBM,"(-2850.0, -2820.0]",0.2665091758963587
NBM,"(-2820.0, -2790.0]",0.21259549417857151
NBM,"(-2790.0, -2760.0]",0.31045684471428603
NBM,"(-2760.0, -2730.0]",0.300064593482143
NBM,"(-2730.0, -2700.0]",0.22172591561461794
NBM,"(-2700.0, -2670.0]",0.2530938669480523
NBM,"(-2670.0, -2640.0]",0.31479237562857104
NBM,"(-2640.0, -2610.0]",0.32650888088039887
NBM,"(-2610.0, -2580.0]",0.3450832220238097
NBM,"(-2580.0, -2550.0]",0.28025519562212003
NBM,"(-2550.0, -2520.0]",0.35224411866758276
NBM,"(-2520.0, -2490.0]",0.24785603462006064
NBM,"(-2490.0, -2460.0]",0.25253054511904766
NBM,"(-2460.0, -2430.0]",0.295313449846939
NBM,"(-2430.0, -2400.0]",0.3255527877210886
NBM,"(-2400.0, -2370.0]",0.31201820344642855
NBM,"(-2370.0, -2340.0]",0.2495053019548874
NBM,"(-2340.0, -2310.0]",0.17252517790940766
NBM,"(-2310.0, -2280.0]",0.23606016568513127
NBM,"(-2280.0, -2250.0]",0.15093379288819878
NBM,"(-2250.0, -2220.0]",0.2710886947077924
NBM,"(-2220.0, -2190.0]",0.2447110892857143
NBM,"(-2190.0, -2160.0]",0.24706741268118473
NBM,"(-2160.0, -2130.0]",0.3519908883809523
NBM,"(-2130.0, -2100.0]",0.11383359090476192
NBM,"(-2100.0, -2070.0]",0.14798270351020415
NBM,"(-2070.0, -2040.0]",0.2688473605442179
NBM,"(-2040.0, -2010.0]",0.18377481676190477
NBM,"(-2010.0, -1980.0]",0.29088427602272715
NBM,"(-1980.0, -1950.0]",0.2841274617275746
NBM,"(-1950.0, -1920.0]",0.206454444489796
NBM,"(-1920.0, -1890.0]",0.20015350226190476
NBM,"(-1890.0, -1860.0]",0.21903777035164845
NBM,"(-1860.0, -1830.0]",0.26739326834183663
NBM,"(-1830.0, -1800.0]",0.12151033052307701
NBM,"(-1800.0, -1770.0]",0.14408555472689072
NBM,"(-1770.0, -1740.0]",0.20091322953781512
NBM,"(-1740.0, -1710.0]",0.21083075737244897
NBM,"(-1710.0, -1680.0]",0.14842531248376625
NBM,"(-1680.0, -1650.0]",0.2918930792857144
NBM,"(-1650.0, -1620.0]",0.24510193756868107
NBM,"(-1620.0, -1590.0]",0.2139426132635465
NBM,"(-1590.0, -1560.0]",0.17379569298701283
NBM,"(-1560.0, -1530.0]",0.2040787096511628
NBM,"(-1530.0, -1500.0]",0.15065619277443607
NBM,"(-1500.0, -1470.0]",0.17828684478571433
NBM,"(-1470.0, -1440.0]",0.12733673932330833
NBM,"(-1440.0, -1410.0]",0.09700062337022133
NBM,"(-1410.0, -1380.0]",0.165127954699793
NBM,"(-1380.0, -1350.0]",0.177417765775
NBM,"(-1350.0, -1320.0]",0.17860836120788906
NBM,"(-1320.0, -1290.0]",0.14792523735521237
NBM,"(-1290.0, -1260.0]",0.1471440273363096
NBM,"(-1260.0, -1230.0]",0.13551547279285717
NBM,"(-1230.0, -1200.0]",0.13047725016697595
NBM,"(-1200.0, -1170.0]",0.20235347718438507
NBM,"(-1170.0, -1140.0]",0.19743632431972802
NBM,"(-1140.0, -1110.0]",0.17854546919540223
NBM,"(-1110.0, -1080.0]",0.1195196319970845
NBM,"(-1080.0, -1050.0]",0.0907827250896501
NBM,"(-1050.0, -1020.0]",0.17142878153571434
NBM,"(-1020.0, -990.0]",0.11320959638186816
NBM,"(-990.0, -960.0]",0.1677136785781672
NBM,"(-960.0, -930.0]",0.18953350284770892
NBM,"(-930.0, -900.0]",0.17630194034970254
NBM,"(-900.0, -870.0]",0.16680934088863908
NBM,"(-870.0, -840.0]",0.1662928091978022
NBM,"(-840.0, -810.0]",0.11376162149131287
NBM,"(-810.0, -780.0]",0.18155433820719005
NBM,"(-780.0, -750.0]",0.17339254254683836
NBM,"(-750.0, -720.0]",0.15008496191029885
NBM,"(-720.0, -690.0]",0.11106018691558453
NBM,"(-690.0, -660.0]",0.12454261307692292
NBM,"(-660.0, -630.0]",0.11623907992530352
NBM,"(-630.0, -600.0]",0.1499811436394826
NBM,"(-600.0, -570.0]",0.11045038627705622
NBM,"(-570.0, -540.0]",0.11341338375350143
NBM,"(-540.0, -510.0]",0.13633262330687843
NBM,"(-510.0, -480.0]",0.12153629499084245
NBM,"(-480.0, -450.0]",0.10341202911174409
NBM,"(-450.0, -420.0]",0.09878351867438427
NBM,"(-420.0, -390.0]",0.1265763454360903
NBM,"(-390.0, -360.0]",0.11847809341805428
NBM,"(-360.0, -330.0]",0.16779085648648615
NBM,"(-330.0, -300.0]",0.15060526046809986
NBM,"(-300.0, -270.0]",0.18488723573412724
NBM,"(-270.0, -240.0]",0.15727392793233097
NBM,"(-240.0, -210.0]",0.17944620221161184
NBM,"(-210.0, -180.0]",0.18408901111883663
NBM,"(-180.0, -150.0]",0.20698465532632368
NBM,"(-150.0, -120.0]",0.19436042866883096
NBM,"(-120.0, -90.0]",0.1825848994537813
NBM,"(-90.0, -60.0]",0.2285989832522793
NBM,"(-60.0, -30.0]",0.23261211139426058
NBM,"(-30.0, 0.0]",0.26798910741138504
NBM,"(0.0, 0.02]",0.3003725595914869
NBM,"(0.0, 30.0]",0.21301045287955162
NBM,"(0.02, 0.04]",0.25156643720028743
NBM,"(0.04, 0.06]",0.2748179582180449
NBM,"(0.06, 0.08]",0.239083668057143
NBM,"(0.08, 0.1]",0.277730066850649
NBM,"(0.1, 0.12]",0.27410673228436655
NBM,"(0.12, 0.14]",0.25390682024038447
NBM,"(0.14, 0.16]",0.2544303264981035
NBM,"(0.16, 0.18]",0.2569918924646781
NBM,"(0.18, 0.2]",0.24786843816037762
NBM,"(0.2, 0.22]",0.24265672113154138
NBM,"(0.22, 0.24]",0.2711600215983019
NBM,"(0.24, 0.26]",0.20593456037993924
NBM,"(0.26, 0.28]",0.23224354703352743
NBM,"(0.28, 0.3]",0.2448096393174605
NBM,"(0.3, 0.32]",0.23097370985714238
NBM,"(0.32, 0.34]",0.2463280314710882
NBM,"(0.34, 0.36]",0.23938557956152784
NBM,"(0.36, 0.38]",0.20824825576984127
NBM,"(0.38, 0.4]",0.2199427279670327
NBM,"(0.4, 0.42]",0.24650003360182338
NBM,"(0.42, 0.44]",0.1794369226958527
NBM,"(0.44, 0.46]",0.19485159627435086
NBM,"(0.46, 0.48]",0.21250228680491542
NBM,"(0.48, 0.5]",0.19925503566459632
NBM,"(0.5, 0.52]",0.16239334147672543
NBM,"(0.52, 0.54]",0.2271487848214281
NBM,"(0.54, 0.56]",0.24864412297342192
NBM,"(0.56, 0.58]",0.2470210681776558
NBM,"(0.58, 0.6]",0.2929225373894556
NBM,"(0.6, 0.62]",0.24635338985294125
NBM,"(0.62, 0.64]",0.2745937908279219
NBM,"(0.64, 0.66]",0.20357331857142882
NBM,"(0.66, 0.68]",0.2039387138764882
NBM,"(0.68, 0.7]",0.18635199729534543
NBM,"(0.7, 0.72]",0.20550121998735765
NBM,"(0.72, 0.74]",0.22157709729110558
NBM,"(0.74, 0.76]",0.216081167166149
NBM,"(0.76, 0.78]",0.21930515481398813
NBM,"(0.78, 0.8]",0.21320892970676675
NBM,"(0.8, 0.82]",0.23042596199074025
NBM,"(0.82, 0.84]",0.21312048648604293
NBM,"(0.84, 0.86]",0.21685585341736663
NBM,"(0.86, 0.88]",0.2382617871848746
NBM,"(0.88, 0.9]",0.24711374892183244
NBM,"(0.9, 0.92]",0.2597776165338344
NBM,"(0.92, 0.94]",0.2783241676172709
NBM,"(0.94, 0.96]",0.23491206316468255
NBM,"(0.96, 0.98]",0.26469282416836654
NBM,"(0.98, 1.0]",0.2610496094338622
NBM,"(30.0, 60.0]",0.2383147657320685
NBM,"(60.0, 90.0]",0.2397155083896679
NBM,"(90.0, 120.0]",0.22135550298168516
NBM,"(120.0, 150.0]",0.2254509155748097
NBM,"(150.0, 180.0]",0.18261757600810513
NBM,"(180.0, 210.0]",0.21760517656249997
NBM,"(210.0, 240.0]",0.14264053024095855
NBM,"(240.0, 270.0]",0.15234266063656526
NBM,"(270.0, 300.0]",0.18954569428571408
NBM,"(300.0, 330.0]",0.136211434090909
NBM,"(330.0, 360.0]",0.16075157696319042
NBM,"(360.0, 390.0]",0.1445440403613448
NBM,"(390.0, 420.0]",0.18875891522714267
NBM,"(420.0, 450.0]",0.1805030330575892
NBM,"(450.0, 480.0]",0.179830296411043
NBM,"(480.0, 510.0]",0.189163300411392
NBM,"(510.0, 540.0]",0.17634848096774194
NBM,"(540.0, 570.0]",0.16045601105342122
NBM,"(570.0, 600.0]",0.13105928037846493
NBM,"(600.0, 630.0]",0.15247304566326542
NBM,"(630.0, 660.0]",0.19452687638624339
NBM,"(660.0, 690.0]",0.16395535585665028
NBM,"(690.0, 720.0]",0.21802098992557456
NBM,"(720.0, 750.0]",0.12083993643415188
NBM,"(750.0, 780.0]",0.10592454709698565
NBM,"(780.0, 810.0]",0.13252347126275496
NBM,"(810.0, 840.0]",0.11486598519841273
NBM,"(840.0, 870.0]",0.18525455837912083
NBM,"(870.0, 900.0]",0.17402358775910381
NBM,"(900.0, 930.0]",0.15479182937301592
NBM,"(930.0, 960.0]",0.1250941881532738
NBM,"(960.0, 990.0]",0.10720261797619056
NBM,"(990.0, 1020.0]",0.14978250465413537
NBM,"(1020.0, 1050.0]",0.17515485809285727
NBM,"(1050.0, 1080.0]",0.2092477803183231
NBM,"(1080.0, 1110.0]",0.2247238687710087
NBM,"(1110.0, 1140.0]",0.2643915717675545
NBM,"(1140.0, 1170.0]",0.16112647778571418
NBM,"(1170.0, 1200.0]",0.17587771022132798
NBM,"(1200.0, 1230.0]",0.1531550787377694
NBM,"(1230.0, 1260.0]",0.2117219622211352
NBM,"(1260.0, 1290.0]",0.18733475069047612
NBM,"(1290.0, 1320.0]",0.18969323690766543
NBM,"(1320.0, 1350.0]",0.21678450400510194
NBM,"(1350.0, 1380.0]",0.16082729734848478
NBM,"(1380.0, 1410.0]",0.19818531453667948
NBM,"(1410.0, 1440.0]",0.15599856865617429
NBM,"(1440.0, 1470.0]",0.30564394883022755
NBM,"(1470.0, 1500.0]",0.2673005102913533
NBM,"(1500.0, 1530.0]",0.13942604180039145
NBM,"(1530.0, 1560.0]",0.108537512235023
NBM,"(1560.0, 1590.0]",0.19781139893390212
NBM,"(1590.0, 1620.0]",0.2821694574761906
NBM,"(1620.0, 1650.0]",0.16366108739999996
NBM,"(1650.0, 1680.0]",0.22104760785714275
NBM,"(1680.0, 1710.0]",0.2285946807653061
NBM,"(1710.0, 1740.0]",0.28620937874384234
NBM,"(1740.0, 1770.0]",0.38610574540816334
NBM,"(1770.0, 1800.0]",0.22225773822157424
NBM,"(1800.0, 1830.0]",0.2405562830066445
NBM,"(1830.0, 1860.0]",0.22114339323891624
NBM,"(1860.0, 1890.0]",0.20704919114055312
NBM,"(1890.0, 1920.0]",0.24326584621262468
NBM,"(1920.0, 1950.0]",0.2566489388095239
NBM,"(1950.0, 1980.0]",0.12577323122857142
NBM,"(1980.0, 2010.0]",0.10391099265567762
NBM,"(2010.0, 2040.0]",0.1614615914714286
NBM,"(2040.0, 2070.0]",0.15017098577097526
NBM,"(2070.0, 2100.0]",0.19250250249999992
NBM,"(2100.0, 2130.0]",0.24748367545296174
NBM,"(2130.0, 2160.0]",0.19757559488571413
NBM,"(2160.0, 2190.0]",0.24153641060714273
NBM,"(2190.0, 2220.0]",0.2338965217057144
NBM,"(2220.0, 2250.0]",0.37795230676587266
NBM,"(2250.0, 2280.0]",0.3710810148841703
NBM,"(2280.0, 2310.0]",0.3812547223673471
NBM,"(2310.0, 2340.0]",0.3985173250840337
NBM,"(2340.0, 2370.0]",0.30009294071428577
NBM,"(2370.0, 2400.0]",0.33970324202764984
NBM,"(2400.0, 2430.0]",0.256118316989796
NBM,"(2430.0, 2460.0]",0.3715768956410254
NBM,"(2460.0, 2490.0]",0.2456962049175825
NBM,"(2490.0, 2520.0]",0.30679877565637054
NBM,"(2520.0, 2550.0]",0.2528937692640694
NBM,"(2550.0, 2580.0]",0.3483256644857142
NBM,"(2580.0, 2610.0]",0.3189189480535713
NBM,"(2610.0, 2640.0]",0.3552549759033616
NBM,"(2640.0, 2670.0]",0.29492292031135525
NBM,"(2670.0, 2700.0]",0.27489663758035726
NBM,"(2700.0, 2730.0]",0.2560458689948981
NBM,"(2730.0, 2760.0]",0.3884630231079365
NBM,"(2760.0, 2790.0]",0.4035889925379939
NBM,"(2790.0, 2820.0]",0.3876158844523812
NBM,"(2820.0, 2850.0]",0.337455126407738
NBM,"(2850.0, 2880.0]",0.40760596721938763
NBM,"(2880.0, 2910.0]",0.34870930148496254
NBM,"(2910.0, 2940.0]",0.3452387086071427
NBM,"(2940.0, 2970.0]",0.3388883551785714
NBM,"(2970.0, 3000.0]",0.3878609480694984
Other,"(-3000.0, -2970.0]",0.32137836278125
Other,"(-2970.0, -2940.0]",0.30656404177238805
Other,"(-2940.0, -2910.0]",0.24463499447222223
Other,"(-2910.0, -2880.0]",0.2987929642287233
Other,"(-2880.0, -2850.0]",0.18474936011627907
Other,"(-2850.0, -2820.0]",0.2765962870343136
Other,"(-2820.0, -2790.0]",0.24047609865624997
Other,"(-2790.0, -2760.0]",0.3175920549642858
Other,"(-2760.0, -2730.0]",0.30496517368750004
Other,"(-2730.0, -2700.0]",0.2333765950290697
Other,"(-2700.0, -2670.0]",0.27738474613636366
Other,"(-2670.0, -2640.0]",0.3223817984500002
Other,"(-2640.0, -2610.0]",0.3229841135755813
Other,"(-2610.0, -2580.0]",0.3521813643055556
Other,"(-2580.0, -2550.0]",0.28224733173387084
Other,"(-2550.0, -2520.0]",0.3667490579567311
Other,"(-2520.0, -2490.0]",0.2569672168617022
Other,"(-2490.0, -2460.0]",0.25477936065104173
Other,"(-2460.0, -2430.0]",0.29167880680803576
Other,"(-2430.0, -2400.0]",0.3359440231845238
Other,"(-2400.0, -2370.0]",0.31003118109375005
Other,"(-2370.0, -2340.0]",0.2606137392105265
Other,"(-2340.0, -2310.0]",0.17054282152439024
Other,"(-2310.0, -2280.0]",0.23397585880102048
Other,"(-2280.0, -2250.0]",0.15161592641304358
Other,"(-2250.0, -2220.0]",0.2681626268465908
Other,"(-2220.0, -2190.0]",0.2512438083035713
Other,"(-2190.0, -2160.0]",0.24956377310975614
Other,"(-2160.0, -2130.0]",0.3628701821666666
Other,"(-2130.0, -2100.0]",0.12837219950000003
Other,"(-2100.0, -2070.0]",0.1631957538214286
Other,"(-2070.0, -2040.0]",0.2738712024702381
Other,"(-2040.0, -2010.0]",0.1883183585555556
Other,"(-2010.0, -1980.0]",0.29781278761363644
Other,"(-1980.0, -1950.0]",0.2870615687500001
Other,"(-1950.0, -1920.0]",0.20509718295918372
Other,"(-1920.0, -1890.0]",0.22750191119791696
